Restaurant,Review,Sentiment,Processed_Tokens,Processed_Text,SWN_Positive,SWN_Negative,SWN_Objective
T Grill,"They have the best Andhra Cuisine in Hyderabad. I couldn't try much tasted Mutton Seekh Kebab and Mutton biryani. Mutton was cooked properly you can feel the aroma and softness while eating. The ambience is great and prices on menu are reasonable to try once in a time.

Happy Eating!",1,"['best', 'andhra', 'cuisine', 'hyderabad', 'couldnt', 'try', 'much', 'taste', 'mutton', 'seekh', 'kebab', 'mutton', 'biryani', 'mutton', 'cook', 'properly', 'feel', 'aroma', 'softness', 'eat', 'ambience', 'great', 'price', 'menu', 'reasonable', 'try', 'time', 'happy', 'eating']",best andhra cuisine hyderabad couldnt try much taste mutton seekh kebab mutton biryani mutton cook properly feel aroma softness eat ambience great price menu reasonable try time happy eating,0.05068393688936982,0.02804877163960356,0.9212672914710264
The Fisherman's Wharf,"I Never knew i had such a great place near my home to chill out on weekends has really good beer, non veg starters, good ambience and quick service. And the best Sea food in Hyderabad 😍😍",1,"['never', 'know', 'great', 'place', 'near', 'home', 'chill', 'weekend', 'really', 'good', 'beer', 'non', 'veg', 'starter', 'good', 'ambience', 'quick', 'service', 'best', 'sea', 'food', 'hyderabad', 'smilingfacewithhearteyes', 'smilingfacewithhearteyes']",never know great place near home chill weekend really good beer non veg starter good ambience quick service best sea food hyderabad smilingfacewithhearteyes smilingfacewithhearteyes,0.035571379917597026,0.040691661682615635,0.9237369583997873
Squeeze @ The Lime,Too much plastic for packing.. 30% of whole order were just plastic covers.,0,"['much', 'plastic', 'pack', 'whole', 'order', 'plastic', 'cover']",much plastic pack whole order plastic cover,0.0265224358974359,0.02115384615384615,0.9523237179487178
Tiki Shack,"I could rate below one..where I didn't satisfy on billing part..I didn't know how they are collecting customer money , for me it's very disheartening on bill amount they are taking 7% optional service charges..my bill amount was around 2k means 126..they are removed when I was asked to them..it's not fair ..it's another type of integrity in business .",0,"['could', 'rate', 'onewhere', 'didnt', 'satisfy', 'billing', 'parti', 'didnt', 'know', 'collect', 'customer', 'money', 'dishearten', 'bill', 'amount', 'take', 'optional', 'service', 'chargesmy', 'bill', 'amount', 'around', 'k', 'mean', 'remove', 'ask', 'themits', 'not', 'fair', 'another', 'type', 'integrity', 'business']",could rate onewhere didnt satisfy billing parti didnt know collect customer money dishearten bill amount take optional service chargesmy bill amount around k mean remove ask themits not fair another type integrity business,0.039824157324157325,0.03946153383653384,0.9207143088393089
Triptify,ordered panner and corn combo parata..Super taste.. loved it.,1,"['ordered', 'panner', 'corn', 'combo', 'paratasuper', 'taste', 'love']",ordered panner corn combo paratasuper taste love,0.09281305114638448,0.012511022927689594,0.8946759259259258
Triptify,very spicy,0,['spicy'],spicy,0.125,0.0625,0.8125
Hotel Zara Hi-Fi,The taste is very bad and the quantity is very very very. Very very lessssssssssssssssss. Which will not be sufficient. Very bad packing also,0,"['taste', 'bad', 'quantity', 'lessssssssssssssssss', 'not', 'sufficient', 'bad', 'packing', 'also']",taste bad quantity lessssssssssssssssss not sufficient bad packing also,0.12706043956043955,0.10628434065934066,0.7666552197802198
Shree Santosh Dhaba Family Restaurant,"Food quality is below average except kaju paneer curry which is average..
and I ordered extra onion and lemon..there is no onion and lemon in the pack.

Please make sure the food quality is good.",0,"['food', 'quality', 'average', 'except', 'kaju', 'paneer', 'curry', 'average', 'order', 'extra', 'onion', 'lemonthere', 'no', 'onion', 'lemon', 'pack', 'please', 'make', 'sure', 'food', 'quality', 'good']",food quality average except kaju paneer curry average order extra onion lemonthere no onion lemon pack please make sure food quality good,0.05515334338863751,0.020537958773252894,0.9243086978381094
Karachi Cafe,"This cafe has a retro feel and it carries it very well.
The staff is very courteous and patient.
Their speciality, baida roti, a stuffed paratha is AMAZING!!",1,"['cafe', 'retro', 'feel', 'carry', 'well', 'staff', 'courteous', 'patient', 'speciality', 'baida', 'roti', 'stuff', 'paratha', 'amazing']",cafe retro feel carry well staff courteous patient speciality baida roti stuff paratha amazing,0.09722561853351326,0.026145951417004046,0.8766284300494827
Cream Stone,quantity was less,0,"['quantity', 'less']",quantity less,0.014423076923076924,0.07211538461538461,0.9134615384615384
Sardarji's Chaats & More,"no cutlery, no seal on the box, poor packing.",0,"['no', 'cutlery', 'no', 'seal', 'box', 'poor', 'packing']",no cutlery no seal box poor packing,0.02638888888888889,0.003125,0.9704861111111112
Absolute Sizzlers,Sizzlers are too good. Prakash served it really well and explained about the food is really impressive. Must try here the grilled chicken sizzler and the sizzling brownie,1,"['sizzlers', 'good', 'prakash', 'serve', 'really', 'well', 'explain', 'food', 'really', 'impressive', 'must', 'try', 'grill', 'chicken', 'sizzler', 'sizzle', 'brownie']",sizzlers good prakash serve really well explain food really impressive must try grill chicken sizzler sizzle brownie,0.0979841628959276,0.03145274007038713,0.8705630970336853
Cafe Eclat,"Went to this place couple of weeks back. Wasnt too hungry so thought of having some light snacks. But seeing the price of pastry at 250 + GST, i decided against it. When you add Art to your tagline, everything seem to be a bit more expensive. I am sure the pastries must be out of the world but for that nice. Not my cup of tea!

Had butter and chocolate croissant which were good and had a chocolate drink with mint which was average. 700 bucks for all this",0,"['go', 'place', 'couple', 'week', 'back', 'wasnt', 'hungry', 'thought', 'light', 'snack', 'see', 'price', 'pastry', 'gst', 'decide', 'add', 'art', 'tagline', 'everything', 'seem', 'bit', 'expensive', 'sure', 'pastry', 'must', 'world', 'nice', 'not', 'cup', 'tea', 'butter', 'chocolate', 'croissant', 'good', 'chocolate', 'drink', 'mint', 'average', 'buck']",go place couple week back wasnt hungry thought light snack see price pastry gst decide add art tagline everything seem bit expensive sure pastry must world nice not cup tea butter chocolate croissant good chocolate drink mint average buck,0.013080443405278934,0.028650682327042966,0.9582688742676783
Jonathan's Kitchen - Holiday Inn Express & Suites,One of the worst places to visit ...horrible experience... We waited for 45 min after placing our order and then walked out of the place without eating anything... First they misplaced the order at a time when there was only two other busy tables and then they had the audacity to come with a pizza and offer us and then realize that it was for someone else...,0,"['one', 'bad', 'place', 'visit', 'horrible', 'experience', 'wait', 'min', 'place', 'order', 'walk', 'place', 'without', 'eat', 'anything', 'first', 'misplace', 'order', 'time', 'two', 'busy', 'table', 'audacity', 'come', 'pizza', 'offer', 'u', 'realize', 'someone', 'else']",one bad place visit horrible experience wait min place order walk place without eat anything first misplace order time two busy table audacity come pizza offer u realize someone else,0.027317311708759076,0.027565207088233405,0.9451174812030076
Green Bawarchi Restaurant,very good,1,['good'],good,0.25,0.125,0.625
Behrouz Biryani,We loved your biryanis. The two accompanying complimentary side dish (raita and gulab jamun) were delicious as well. The whole experience was wonderful and satisfying. Thank you so much for the lovely meal and the prompt service :),1,"['love', 'biryani', 'two', 'accompany', 'complimentary', 'side', 'dish', 'raita', 'gulab', 'jamun', 'delicious', 'well', 'whole', 'experience', 'wonderful', 'satisfy', 'thank', 'much', 'lovely', 'meal', 'prompt', 'service']",love biryani two accompany complimentary side dish raita gulab jamun delicious well whole experience wonderful satisfy thank much lovely meal prompt service,0.10509200603318249,0.016174962292609354,0.8787330316742081
AB's - Absolute Barbecues,Excellent food and excellent service by Nandan and santun and C2 we are fully happy to there service also again visit soon and....also will try lots of verity... manager is very friendly,1,"['excellent', 'food', 'excellent', 'service', 'nandan', 'santun', 'c', 'fully', 'happy', 'service', 'also', 'visit', 'soon', 'andalso', 'try', 'lot', 'verity', 'manager', 'friendly']",excellent food excellent service nandan santun c fully happy service also visit soon andalso try lot verity manager friendly,0.05347503373819163,0.03510177687809267,0.9114231893837158
Biryanis And More,"Poor service and rally horrible customer service, specifically the person named Imran really mis behaves and don’t take the order properly and was kind of threatening. Food quality is also not up to mark and importantly the behaviour of staffs as mentioned by Imran is very bad .",0,"['poor', 'service', 'rally', 'horrible', 'customer', 'service', 'specifically', 'person', 'name', 'imran', 'really', 'mis', 'behaves', 'dont', 'take', 'order', 'properly', 'kind', 'threaten', 'food', 'quality', 'also', 'not', 'mark', 'importantly', 'behaviour', 'staff', 'mention', 'imran', 'bad']",poor service rally horrible customer service specifically person name imran really mis behaves dont take order properly kind threaten food quality also not mark importantly behaviour staff mention imran bad,0.065195557131041,0.04112755524045846,0.8936768876285005
Hunger Maggi Point,Perfect for tackling hunger. Several varieties of maggi are available. Good in taste and pocket friendly. Not a fan of spicy food so wish a little less spice is given in them.,1,"['perfect', 'tackle', 'hunger', 'several', 'variety', 'maggi', 'available', 'good', 'taste', 'pocket', 'friendly', 'not', 'fan', 'spicy', 'food', 'wish', 'little', 'less', 'spice', 'give']",perfect tackle hunger several variety maggi available good taste pocket friendly not fan spicy food wish little less spice give,0.03779206904206904,0.06583925333925333,0.8963686776186778
Owm Nom Nom,bad quality,0,"['bad', 'quality']",bad quality,0.3,0.0,0.7
Behrouz Biryani,"I have ordered dum ghost biryani ,the biryani is bad,cold and the rice is dry as it is left rice to air...I felt regretted after ordering this..there is nothing good tell aboutthis... I felt waste of money after ordering this..",0,"['order', 'dum', 'ghost', 'biryani', 'biryani', 'badcold', 'rice', 'dry', 'leave', 'rice', 'airi', 'felt', 'regretted', 'ordering', 'thisthere', 'nothing', 'good', 'tell', 'aboutthis', 'felt', 'waste', 'money', 'order']",order dum ghost biryani biryani badcold rice dry leave rice airi felt regretted ordering thisthere nothing good tell aboutthis felt waste money order,0.021709745339131305,0.03746476679590715,0.9408254878649616
The Foodie Monster Kitchen,They just cancelled the order after an hour. This was not at all justified and not at all accepted. Had a very bad first experience of the restaurant,0,"['cancel', 'order', 'hour', 'not', 'justify', 'not', 'accept', 'bad', 'first', 'experience', 'restaurant']",cancel order hour not justify not accept bad first experience restaurant,0.04012992742749828,0.11409430650321338,0.8457757660692884
Urban Asia - Kitchen & Bar,"delicious food for best price,good ambiance and awesome serving. Had good time here... this restaurant is a combination of good food and appearance with mild music. had fun 🤘🏻",1,"['delicious', 'food', 'best', 'pricegood', 'ambiance', 'awesome', 'serve', 'good', 'time', 'restaurant', 'combination', 'good', 'food', 'appearance', 'mild', 'music', 'fun', 'signofthehornslightskintone']",delicious food best pricegood ambiance awesome serve good time restaurant combination good food appearance mild music fun signofthehornslightskintone,0.03771493035473299,0.02275482877867746,0.9395302408665895
Absolute Sizzlers,I'd give a better review if the food was at least doable. The place lacks ambience and there were a lot of minor inconveniences due to communication problems.,0,"['id', 'give', 'good', 'review', 'food', 'least', 'doable', 'place', 'lack', 'ambience', 'lot', 'minor', 'inconvenience', 'due', 'communication', 'problem']",id give good review food least doable place lack ambience lot minor inconvenience due communication problem,0.023715987538102924,0.09588388374446066,0.8804001287174366
Mohammedia Shawarma,No chicken in shawarma only cabbage and tomato.....waste of money...worst shawarma#.....before one month shawarma is good now a days waste shawarma,0,"['no', 'chicken', 'shawarma', 'cabbage', 'tomatowaste', 'moneyworst', 'shawarmabefore', 'one', 'month', 'shawarma', 'good', 'day', 'waste', 'shawarma']",no chicken shawarma cabbage tomatowaste moneyworst shawarmabefore one month shawarma good day waste shawarma,0.014643689643689645,0.07219932844932846,0.9131569819069819
Hyderabad Chefs,not so good and it's not so spicy,0,"['not', 'good', 'not', 'spicy']",not good not spicy,0.0,0.20833333333333334,0.7916666666666666
Mohammedia Shawarma,good delivery,1,"['good', 'delivery']",good delivery,0.017857142857142856,0.03571428571428571,0.9464285714285714
Udipi's Upahar,nothing,1,['nothing'],nothing,0.25,0.25,0.5
Shree Santosh Dhaba Family Restaurant,waste of my money,0,"['waste', 'money']",waste money,0.025,0.05,0.925
PourHouse7,"Amazing dj night. Very cooperative and friendly staff. Food was decent. Perfect place for bday celebrations, party and enjoying.
The location of the pub is awesome. Place got an amazing ambience.",1,"['amaze', 'dj', 'night', 'cooperative', 'friendly', 'staff', 'food', 'decent', 'perfect', 'place', 'bday', 'celebration', 'party', 'enjoy', 'location', 'pub', 'awesome', 'place', 'get', 'amazing', 'ambience']",amaze dj night cooperative friendly staff food decent perfect place bday celebration party enjoy location pub awesome place get amazing ambience,0.030558697838109605,0.03524855455002514,0.9341927476118651
Mohammedia Shawarma,it is cold,0,['cold'],cold,0.028846153846153848,0.019230769230769232,0.9519230769230769
Sardarji's Chaats & More,"This is something one would definitely like... they serve n number of variety in north indian food. Must try once they will never disappoint you, l bet",1,"['something', 'one', 'would', 'definitely', 'like', 'serve', 'n', 'number', 'variety', 'north', 'indian', 'food', 'must', 'try', 'never', 'disappoint', 'l', 'bet']",something one would definitely like serve n number variety north indian food must try never disappoint l bet,0.05335081585081586,0.08025365837865837,0.8663955257705257
Faasos,They confirmed and then changed the menu at the last second.,0,"['confirm', 'change', 'menu', 'last', 'second']",confirm change menu last second,0.01,0.0125,0.9775
Tandoori Food Works,Tandoori Chicken Tikka briyani.... Chicken Tikka is not a good taste and briyani with full of oil..... Overall taste is not satisfactory.... Restaurant guys please maintain food quality to be best,0,"['tandoori', 'chicken', 'tikka', 'briyani', 'chicken', 'tikka', 'not', 'good', 'taste', 'briyani', 'full', 'oil', 'overall', 'taste', 'not', 'satisfactory', 'restaurant', 'guy', 'please', 'maintain', 'food', 'quality', 'best']",tandoori chicken tikka briyani chicken tikka not good taste briyani full oil overall taste not satisfactory restaurant guy please maintain food quality best,0.04167620573870573,0.06318013583638585,0.8951436584249084
Domino's Pizza,good and polite,1,"['good', 'polite']",good polite,0.0,0.0,0.0
Olive Garden,excellent delivery,1,"['excellent', 'delivery']",excellent delivery,0.017857142857142856,0.03571428571428571,0.9464285714285714
Sardarji's Chaats & More,The delivery guy didn't return the change. He said he ll be getting change in 5 mins and he disappeared.,0,"['delivery', 'guy', 'didnt', 'return', 'change', 'say', 'get', 'change', 'min', 'disappear']",delivery guy didnt return change say get change min disappear,0.02614650306957999,0.028405742227857616,0.9454477547025623
Driven Cafe,"One of the second best places for. Me to have coffee in Hyderabad after Starbucks.. The ambience of the cafe is awesome with all the superbikes and super cars. The service is decent. And the its quite reasonable to spend on coffee and food. The most interesting part is about the interiors of the cafe where it is all metallic and the paintings are awesome..

Food:4/5
Ambience:5/5
Service 4/5
Value For Money:4/5",1,"['one', 'second', 'best', 'place', 'coffee', 'hyderabad', 'starbucks', 'ambience', 'cafe', 'awesome', 'superbikes', 'super', 'car', 'service', 'decent', 'quite', 'reasonable', 'spend', 'coffee', 'food', 'interesting', 'part', 'interior', 'cafe', 'metallic', 'painting', 'awesome', 'food', 'ambience', 'service', 'value', 'money']",one second best place coffee hyderabad starbucks ambience cafe awesome superbikes super car service decent quite reasonable spend coffee food interesting part interior cafe metallic painting awesome food ambience service value money,0.01293376703234513,0.006395631992512297,0.9806706009751425
Feast - Sheraton Hyderabad Hotel,"We went for a lunch with our team, and all of us were truly disappointed with the food and the service as well. For vegans, they had just 2 starters.. the food did not had any taste, it was more like just things being mixed without any skills. Desserts were little better, but main course was completely disappointing, be it the dal makhani, which lacked consistency, or the paneer, which was like cubes poured on top of the gravy. I certainly would have tasted better food than this at pretty lower costs.",0,"['go', 'lunch', 'team', 'u', 'truly', 'disappoint', 'food', 'service', 'well', 'vegans', 'starter', 'food', 'not', 'taste', 'like', 'thing', 'mix', 'without', 'skill', 'dessert', 'little', 'well', 'main', 'course', 'completely', 'disappointing', 'dal', 'makhani', 'lack', 'consistency', 'paneer', 'like', 'cube', 'pour', 'top', 'gravy', 'certainly', 'would', 'taste', 'good', 'food', 'pretty', 'low', 'cost']",go lunch team u truly disappoint food service well vegans starter food not taste like thing mix without skill dessert little well main course completely disappointing dal makhani lack consistency paneer like cube pour top gravy certainly would taste good food pretty low cost,0.06882588495203625,0.04770228032201715,0.8834718347259466
Ulavacharu,After hearing from my friends suggestions. I had prawns fry and chicken biryani... They need to improve food taste and quality... my dinner at ulavacharu. Food is okay,0,"['hear', 'friend', 'suggestion', 'prawn', 'fry', 'chicken', 'biryani', 'need', 'improve', 'food', 'taste', 'quality', 'dinner', 'ulavacharu', 'food', 'okay']",hear friend suggestion prawn fry chicken biryani need improve food taste quality dinner ulavacharu food okay,0.06710852357137187,0.02856193084521258,0.9043295455834155
Club Rogue,"I am at this place @1:38 Friday 12th. My girlfriend ordered Mango Blossom, this bar tender here adds chat masala in store bought mango juice.

How does the word blossom relate to chat masala.

Disgusting treatment here at club rogue",0,"['place', 'friday', 'th', 'girlfriend', 'order', 'mango', 'blossom', 'bar', 'tender', 'add', 'chat', 'masala', 'store', 'buy', 'mango', 'juice', 'word', 'blossom', 'relate', 'chat', 'masala', 'disgust', 'treatment', 'club', 'rogue']",place friday th girlfriend order mango blossom bar tender add chat masala store buy mango juice word blossom relate chat masala disgust treatment club rogue,0.04586936167465013,0.04365189431295201,0.9104787440123978
Flechazo,"Went here for lunch, it's bit different than usual bbq buffets starters were impressive, service was good. You will get wood fire pizza here, due to heavy crowd when I went the pizza was not baked properly. They can improve in dessert section. Rest all are good and different than regular buffets.",1,"['go', 'lunch', 'bit', 'different', 'usual', 'bbq', 'buffet', 'starter', 'impressive', 'service', 'good', 'get', 'wood', 'fire', 'pizza', 'due', 'heavy', 'crowd', 'go', 'pizza', 'not', 'bake', 'properly', 'improve', 'dessert', 'section', 'rest', 'good', 'different', 'regular', 'buffet']",go lunch bit different usual bbq buffet starter impressive service good get wood fire pizza due heavy crowd go pizza not bake properly improve dessert section rest good different regular buffet,0.02833751497544601,0.03225239798515661,0.9394100870393972
AB's - Absolute Barbecues,Excellent food and excellent service by mr Krishna and ijujal I am full happy either the food and service thank you gays and thank abs I am coming again and again thank,1,"['excellent', 'food', 'excellent', 'service', 'mr', 'krishna', 'ijujal', 'full', 'happy', 'either', 'food', 'service', 'thank', 'gay', 'thank', 'ab', 'come', 'thank']",excellent food excellent service mr krishna ijujal full happy either food service thank gay thank ab come thank,0.011495083863504917,0.00672353961827646,0.9817813765182186
Mustang Terrace Lounge,"This place stands out with great Ambience and food in this area.. one of the most happening place in Gachibowli with rooftop and a big screen.
Had visited this place numerous times and always felt happy with taste of food and their great service. If your planning to spend sometime with friends or loved ones with delicious food and ambience.. this must be the place ~Mustang",1,"['place', 'stand', 'great', 'ambience', 'food', 'area', 'one', 'happen', 'place', 'gachibowli', 'rooftop', 'big', 'screen', 'visit', 'place', 'numerous', 'time', 'always', 'felt', 'happy', 'taste', 'food', 'great', 'service', 'plan', 'spend', 'sometime', 'friend', 'love', 'one', 'delicious', 'food', 'ambience', 'must', 'place', 'mustang']",place stand great ambience food area one happen place gachibowli rooftop big screen visit place numerous time always felt happy taste food great service plan spend sometime friend love one delicious food ambience must place mustang,0.04146815355696934,0.035562838112180216,0.9229690083308504
Karachi Cafe,"I've ordered their Keema Pav on Swiggy and I was very dissatisfied with it. The keema was stale and blubbery. Their is lot of fat and meat was very minimal. I couldn't finish even half of the portion served. And it was very clear that the dish/mutton is not fresh. Please check with them if you really wanna try this dish.
PS: It had a bad effect on my tummy as well.",0,"['ive', 'order', 'keema', 'pav', 'swiggy', 'dissatisfy', 'keema', 'stale', 'blubbery', 'lot', 'fat', 'meat', 'minimal', 'couldnt', 'finish', 'even', 'half', 'portion', 'serve', 'clear', 'dishmutton', 'not', 'fresh', 'please', 'check', 'really', 'wan', 'na', 'try', 'dish', 'p', 'bad', 'effect', 'tummy', 'well']",ive order keema pav swiggy dissatisfy keema stale blubbery lot fat meat minimal couldnt finish even half portion serve clear dishmutton not fresh please check really wan na try dish p bad effect tummy well,0.06098895208105735,0.052403752054127985,0.8866072958648148
Al Saba Restaurant,"The food is ok. Could be better. But coming to customer service, I rate negative. The cashier’s behaviour is utterly distasteful. Constantly talking over phone without giving a rats ass to the customer. Behaviour of the restaurant managers doesn’t make the place seem safe especially when you’re with a lady. Very uncomfortable feel. Avoid it.",0,"['food', 'ok', 'could', 'better', 'come', 'customer', 'service', 'rate', 'negative', 'cashier', 'behaviour', 'utterly', 'distasteful', 'constantly', 'talk', 'phone', 'without', 'give', 'rat', 'ass', 'customer', 'behaviour', 'restaurant', 'manager', 'doesnt', 'make', 'place', 'seem', 'safe', 'especially', 'youre', 'lady', 'uncomfortable', 'feel', 'avoid']",food ok could better come customer service rate negative cashier behaviour utterly distasteful constantly talk phone without give rat ass customer behaviour restaurant manager doesnt make place seem safe especially youre lady uncomfortable feel avoid,0.04232351541315828,0.017943279866392114,0.9397332047204496
The Fisherman's Wharf,"Special occasions call for unique celebrations accompanied by some fantastic fare. Dinner last night at Fisherman’s Wharf was one such memorable experience. Spread across an acre, with multiple dining sections carved around the garden courtyard it transports you to the coast. We choose to sit in one of the Mangalore tiled pavilions with mist fans and earthy furniture.

Now coming to the food, started with the masala fried prawns marinated in toddy vinegar. Accompanied by these soft paos the prawns with a hint of tanginess were one of the best I have had in recent times. Chicken xacuti with boneless chicken pieces wrapped in a robust spices was scrumptious and went very well with both the tandoori roti and the pao. Goan style coconut base fish curry which came along with rice was enjoyable but not exemplar.  

Sweet ending with the classic bebinca along with vanilla ice-cream  to complete the meal. The setting, food, and moreover the gracious service made it a top notch experience for us. After redemption of the Zomato Gold offering we paid 1474 for three adults and one child",1,"['special', 'occasion', 'call', 'unique', 'celebration', 'accompany', 'fantastic', 'fare', 'dinner', 'last', 'night', 'fisherman', 'wharf', 'one', 'memorable', 'experience', 'spread', 'across', 'acre', 'multiple', 'din', 'section', 'carve', 'around', 'garden', 'courtyard', 'transport', 'coast', 'choose', 'sit', 'one', 'mangalore', 'tile', 'pavilion', 'mist', 'fan', 'earthy', 'furniture', 'come', 'food', 'start', 'masala', 'fry', 'prawn', 'marinate', 'toddy', 'vinegar', 'accompany', 'soft', 'paos', 'prawn', 'hint', 'tanginess', 'one', 'best', 'recent', 'time', 'chicken', 'xacuti', 'boneless', 'chicken', 'piece', 'wrap', 'robust', 'spice', 'scrumptious', 'go', 'well', 'tandoori', 'roti', 'pao', 'goan', 'style', 'coconut', 'base', 'fish', 'curry', 'come', 'along', 'rice', 'enjoyable', 'not', 'exemplar', 'sweet', 'end', 'classic', 'bebinca', 'along', 'vanilla', 'icecream', 'complete', 'meal', 'set', 'food', 'moreover', 'gracious', 'service', 'make', 'top', 'notch', 'experience', 'u', 'redemption', 'zomato', 'gold', 'offering', 'pay', 'three', 'adult', 'one', 'child']",special occasion call unique celebration accompany fantastic fare dinner last night fisherman wharf one memorable experience spread across acre multiple din section carve around garden courtyard transport coast choose sit one mangalore tile pavilion mist fan earthy furniture come food start masala fry prawn marinate toddy vinegar accompany soft paos prawn hint tanginess one best recent time chicken xacuti boneless chicken piece wrap robust spice scrumptious go well tandoori roti pao goan style coconut base fish curry come along rice enjoyable not exemplar sweet end classic bebinca along vanilla icecream complete meal set food moreover gracious service make top notch experience u redemption zomato gold offering pay three adult one child,0.02306075120055384,0.025517296674394573,0.9514219521250515
Club Rogue,"Me and boys went to watch match here, we are regular customers here. But manager asked us to leave abruptly in between the match. He called bouncers upon us which was totally unnecessary. Can't have a good time here. Won't recommend this place.",0,"['boy', 'go', 'watch', 'match', 'regular', 'customer', 'manager', 'ask', 'u', 'leave', 'abruptly', 'match', 'call', 'bouncer', 'upon', 'u', 'totally', 'unnecessary', 'cant', 'good', 'time', 'wont', 'recommend', 'place']",boy go watch match regular customer manager ask u leave abruptly match call bouncer upon u totally unnecessary cant good time wont recommend place,0.06252991001140672,0.010867099138069533,0.9266029908505239
Royal Spicy Restaurant,"Great food superbly delicious. I love the food specially, special chicken biryani and starter tangdi kebab and chicken 65, I can variety of food with reasonable price. Overall experience 5/5.",1,"['great', 'food', 'superbly', 'delicious', 'love', 'food', 'specially', 'special', 'chicken', 'biryani', 'starter', 'tangdi', 'kebab', 'chicken', 'variety', 'food', 'reasonable', 'price', 'overall', 'experience']",great food superbly delicious love food specially special chicken biryani starter tangdi kebab chicken variety food reasonable price overall experience,0.08000700280112044,0.028799019607843136,0.8911939775910366
Chinese Pavilion,"This is my favourite neighbourhood Chinese restaurant, love the Jade chicken soup here as well as seafood. The staff is courteous, fast & love the quiet ambience, fragrance, decent & less crowded. A bit expensive (costs around 1000-1500 for 2 pax) place considering the locality but its worth the money.",1,"['favourite', 'neighbourhood', 'chinese', 'restaurant', 'love', 'jade', 'chicken', 'soup', 'well', 'seafood', 'staff', 'courteous', 'fast', 'love', 'quiet', 'ambience', 'fragrance', 'decent', 'less', 'crowded', 'bit', 'expensive', 'cost', 'around', 'pax', 'place', 'consider', 'locality', 'worth', 'money']",favourite neighbourhood chinese restaurant love jade chicken soup well seafood staff courteous fast love quiet ambience fragrance decent less crowded bit expensive cost around pax place consider locality worth money,0.0999172624917817,0.026013364039806346,0.874069373468412
The Foodie Monster Kitchen,How can they not give my full delivery. You forgot to deliver my full order.,0,"['not', 'give', 'full', 'delivery', 'forget', 'deliver', 'full', 'order']",not give full delivery forget deliver full order,0.03163780663780664,0.15241702741702742,0.8159451659451659
Hitech Bawarchi Food Zone,"Mutton biryani was worst. No proper taste, less pieces that too not prperly cooked. Worst experience",0,"['mutton', 'biryani', 'worst', 'no', 'proper', 'taste', 'less', 'piece', 'not', 'prperly', 'cook', 'bad', 'experience']",mutton biryani worst no proper taste less piece not prperly cook bad experience,0.02930819180819181,0.15791708291708292,0.8127747252747253
Hitech Bawarchi Food Zone,reached on before delivery time. thanq,1,"['reach', 'delivery', 'time', 'thanq']",reach delivery time thanq,0.039186507936507936,0.019345238095238096,0.941468253968254
Marsala Food Company,I have visited this restaurant with a group of 10 people. I have also ordered from here online. The food quality was not upto the mark for both the cases. The food served to us was stale. The ambience is nice though and the staffs are friendly too.,0,"['visit', 'restaurant', 'group', 'people', 'also', 'order', 'online', 'food', 'quality', 'not', 'upto', 'mark', 'case', 'food', 'serve', 'u', 'stale', 'ambience', 'nice', 'though', 'staff', 'friendly']",visit restaurant group people also order online food quality not upto mark case food serve u stale ambience nice though staff friendly,0.024768414388297428,0.046163790589960174,0.9290677950217422
KFC,very late,0,['late'],late,0.140625,0.09375,0.765625
Desi Bytes,superb,1,['superb'],superb,0.0,0.0,1.0
Squeeze @ The Lime,nice packing and good food,1,"['nice', 'pack', 'good', 'food']",nice pack good food,0.0,0.020833333333333332,0.9791666666666667
Sardarji's Chaats & More,Testless food.nan are almost burnt.don't like the food at all.the paneer butter masala tests like sumber.they have send tadka in place of dal makhni.totally wastage of money.,0,"['testless', 'foodnan', 'almost', 'burntdont', 'like', 'food', 'allthe', 'paneer', 'butter', 'masala', 'test', 'like', 'sumberthey', 'send', 'tadka', 'place', 'dal', 'makhnitotally', 'wastage', 'money']",testless foodnan almost burntdont like food allthe paneer butter masala test like sumberthey send tadka place dal makhnitotally wastage money,0.006157722029432556,0.014706738802133539,0.9791355391684339
